#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2024 01 26 03 26  2.0  0.5 10.5  1.9  9.9  NE  NE    AVERAGE  6.1  36
2024 01 26 02 56  1.9  0.5 10.5  1.8  9.1  NE  NE    AVERAGE  6.1  45
2024 01 26 02 26  2.0  0.5 10.5  2.0  7.7  NE  NE      STEEP  6.1  42
2024 01 26 01 56  2.1  0.6 10.5  2.0  9.1 NNE  NE    AVERAGE  6.3  36
2024 01 26 01 26  2.0  0.6 10.5  2.0  9.9 NNE  NE    AVERAGE  6.3  36
2024 01 26 00 56  2.0  0.5 10.5  1.9  9.1 NNE  NE    AVERAGE  6.1  38
2024 01 26 00 26  1.9  0.6 10.5  1.9  9.1  NE  NE    AVERAGE  6.2  43
2024 01 25 23 56  1.9  0.5 10.5  1.8  9.1  NE  NE    AVERAGE  6.1  35
2024 01 25 23 26  2.0  0.5 10.5  2.0  9.1 NNE  NE    AVERAGE  6.3  36
2024 01 25 22 56  1.9  0.5 10.5  1.9  9.1 NNE  NE    AVERAGE  5.9  36
2024 01 25 22 26  2.0  0.5 11.1  1.9  9.1  NE  NE    AVERAGE  6.1  36
2024 01 25 21 56  2.2  0.5 10.5  2.1  8.3 NNE  NE      STEEP  6.3  38
2024 01 25 21 26  2.2  0.5 10.5  2.1  8.3  NE  NE      STEEP  6.2  42
2024 01 25 20 56  2.1  0.6 10.5  2.1  8.3 NNE  NE    AVERAGE  6.0  36
2024 01 25 20 26  2.1  0.5 10.5  2.1  9.1 NNE NNE    AVERAGE  6.1  31
2024 01 25 19 56  2.3  0.6 10.5  2.2  8.3  NE  NE      STEEP  6.2  39
2024 01 25 19 26  2.3  0.5 10.5  2.3  8.3 NNE  NE      STEEP  6.3  39
2024 01 25 18 56  2.2  0.5 10.5  2.1  7.1 NNE  NE      STEEP  6.1  45
2024 01 25 18 26  2.4  0.6 11.1  2.4  8.3 NNE NNE      STEEP  6.2  33
2024 01 25 17 56  2.2  0.6 10.5  2.2  9.1 NNE NNE    AVERAGE  6.1  31
2024 01 25 17 26  2.2  0.6 10.5  2.2  9.1 NNE  NE    AVERAGE  6.1  35
2024 01 25 16 56  2.1  0.5 10.5  2.1  9.9 NNE NNE    AVERAGE  6.1  29
2024 01 25 16 26  2.2  0.5 10.5  2.2  9.1 NNE NNE    AVERAGE  6.2  31
2024 01 25 15 56  2.2  0.6 10.5  2.1  8.3 NNE NNE      STEEP  6.2  29
2024 01 25 15 26  2.2  0.6 10.5  2.1  8.3 NNE NNE      STEEP  6.0  33
2024 01 25 14 56  2.1  0.5 10.5  2.1  9.9 NNE  NE    AVERAGE  6.3  38
2024 01 25 14 26  2.1  0.6 10.5  2.1  8.3 NNE NNE    AVERAGE  6.3  32
2024 01 25 13 56  2.2  0.6 10.5  2.2  9.1 NNE NNE    AVERAGE  6.3  29
2024 01 25 13 26  2.2  0.6 11.1  2.1  9.1 NNE NNE    AVERAGE  6.5  31
2024 01 25 12 56  2.3  0.6 10.5  2.2  9.1  NE NNE    AVERAGE  6.6  33
2024 01 25 12 26  2.3  0.6 10.5  2.2  9.1 NNE NNE    AVERAGE  6.5  24
2024 01 25 11 56  2.2  0.6 10.5  2.2  8.3 NNE  NE      STEEP  6.3  45
2024 01 25 11 26  2.2  0.6 10.5  2.2  9.9 NNE NNE    AVERAGE  6.3  28
2024 01 25 10 56  2.2  0.6 10.5  2.1  9.1 NNE NNE    AVERAGE  6.3  31
2024 01 25 10 26  2.2  0.5 10.5  2.2  8.3 NNE NNE      STEEP  6.2  29
2024 01 25 09 56  2.2  0.6 10.5  2.2  9.1 NNE  NE    AVERAGE  6.3  42
2024 01 25 09 26  2.5  0.7 11.1  2.4  9.1 NNE NNE    AVERAGE  6.5  28
2024 01 25 08 56  2.4  0.6 10.5  2.4  8.3 NNE  NE      STEEP  6.5  35
2024 01 25 08 26  2.3  0.6 11.1  2.3  9.1 NNE NNE    AVERAGE  6.3  28
2024 01 25 07 56  2.4  0.6 10.5  2.4  8.3 NNE  NE      STEEP  6.0  35
2024 01 25 07 26  2.4  0.6 10.5  2.4  9.9 NNE NNE    AVERAGE  6.3  28
2024 01 25 06 56  2.3  0.6 10.5  2.3  9.9 NNE NNE    AVERAGE  6.0  28
2024 01 25 06 26  2.4  0.6 10.5  2.3  9.1 NNE NNE    AVERAGE  6.0  26
2024 01 25 05 56  2.5  0.5 10.5  2.5  9.1 NNE NNE    AVERAGE  6.2  29
2024 01 25 05 26  2.2  0.5 11.1  2.2  9.1 NNE NNE    AVERAGE  6.2  28
2024 01 25 04 56  2.3  0.6 10.5  2.2  9.1 NNE NNE    AVERAGE  6.5  32
2024 01 25 04 26  2.4  0.6 10.5  2.3  9.1 NNE  NE    AVERAGE  6.4  40
2024 01 25 03 56  2.3  0.6 10.5  2.3  9.9 NNE NNE    AVERAGE  6.5  22
2024 01 25 03 26  2.4  0.7 10.5  2.3  8.3 NNE NNE      STEEP  6.4  32
2024 01 25 02 56  2.5  0.8 10.5  2.5  9.1 NNE NNE    AVERAGE  6.8  28
2024 01 25 02 26  2.5  0.8 10.5  2.5  9.9 NNE NNE    AVERAGE  6.8  15
2024 01 25 01 56  2.3  0.6 10.5  2.3  9.1 NNE NNE    AVERAGE  6.4  29
2024 01 25 01 26  2.5  0.8 10.5  2.4  9.1 NNE  NE    AVERAGE  6.7  36
2024 01 25 00 56  2.5  0.6 10.5  2.5  9.1 NNE NNE    AVERAGE  6.5  26
2024 01 25 00 26  2.6  0.8 10.5  2.6  9.9 NNE NNE    AVERAGE  6.9  24
2024 01 24 23 56  2.6  0.8 10.5  2.5  9.1 NNE NNE    AVERAGE  6.6  26
2024 01 24 23 26  2.6  0.8 10.5  2.5  8.3 NNE  NE      STEEP  6.7  38
2024 01 24 22 56  2.6  0.8 10.5  2.5  9.1 NNE NNE    AVERAGE  6.4  24
2024 01 24 22 26  3.0  0.9 10.5  2.9  8.3 NNE  NE      STEEP  6.9  38
2024 01 24 21 56  2.8  0.9 10.5  2.6  9.9   N NNE    AVERAGE  6.6  24
2024 01 24 21 26  3.0  0.9 10.5  2.9  9.9 NNE  NE    AVERAGE  6.8  35
2024 01 24 20 56  2.7  0.9 10.5  2.6  9.1 NNE NNE    AVERAGE  6.5  28
2024 01 24 20 26  2.8  0.7 10.5  2.8  9.1 NNE NNE    AVERAGE  6.7  33
2024 01 24 19 56  2.7  0.9 10.5  2.6  9.9 NNE  NE    AVERAGE  6.5  35
2024 01 24 19 26  3.0  0.9 10.5  3.0  8.3 NNE NNE      STEEP  6.8  32
2024 01 24 18 56  2.8  0.8 10.5  2.7  9.9  NE NNE    AVERAGE  7.0  25
2024 01 24 18 26  2.8  0.9 10.5  2.7  8.3 NNE  NE      STEEP  6.8  47
2024 01 24 17 56  2.8  0.8 10.5  2.7  8.3 NNE  NE      STEEP  6.5  38
2024 01 24 17 26  2.6  0.9 10.5  2.5  9.1 NNE NNE    AVERAGE  6.6  31
2024 01 24 16 56  2.7  0.9 10.5  2.6  8.3 NNE  NE      STEEP  6.7  35
2024 01 24 16 26  2.8  0.8 11.1  2.7  8.3 NNE  NE      STEEP  6.5  35
2024 01 24 15 56  2.6  0.9 11.1  2.5  9.9   N NNE    AVERAGE  6.4  24
2024 01 24 15 26  3.0  1.0 10.5  2.9  9.1   N NNE      STEEP  6.8  24
2024 01 24 14 56  2.7  1.1 11.1  2.5  9.1   N NNE    AVERAGE  6.6  32
2024 01 24 14 26  2.5  0.9 11.1  2.4  7.7   N  NE      STEEP  6.7  35
2024 01 24 13 56  2.6  1.0 11.1  2.5  9.1   N NNE    AVERAGE  7.0  28
2024 01 24 13 26  2.6  0.9 10.5  2.4  9.1   N NNE    AVERAGE  7.0  24
2024 01 24 12 56  2.4  0.9 11.1  2.3  9.1   N NNE    AVERAGE  6.9  24
2024 01 24 12 26  2.4  0.9 11.1  2.3  9.1   N NNE    AVERAGE  6.9  26
2024 01 24 11 56  2.3  1.0 11.1  2.1  9.1   N NNE    AVERAGE  6.8   1
2024 01 24 11 26  2.5  0.9 10.5  2.4  8.3   N NNE      STEEP  7.2  29
2024 01 24 10 56  2.3  0.9 10.5  2.2  9.1   N NNE    AVERAGE  6.8  28
2024 01 24 10 26  2.4  1.0 11.1  2.2  9.1   N NNE    AVERAGE  7.3  25
2024 01 24 09 56  2.5  1.1 10.5  2.3  9.9 NNE NNE    AVERAGE  7.5  26
2024 01 24 09 26  2.4  1.1 10.5  2.2  9.9   N   N    AVERAGE  7.3  10
2024 01 24 08 56  2.3  1.1 10.5  2.1  9.9   N   N    AVERAGE  7.4   1
2024 01 24 08 26  2.6  1.1 11.8  2.5  9.9   N NNE    AVERAGE  7.6  17
2024 01 24 07 56  2.6  0.9 10.5  2.5  9.9   N   N    AVERAGE  7.5  10
2024 01 24 07 26  2.7  1.3 10.5  2.4  9.1   N NNE    AVERAGE  7.6  28
2024 01 24 06 56  2.6  1.2 10.5  2.3  9.1   N NNE    AVERAGE  7.4  18
2024 01 24 06 26  2.6  1.2 10.5  2.4  9.1   N NNE    AVERAGE  7.5  21
2024 01 24 05 56  2.7  1.3 10.5  2.4  9.1   N NNE    AVERAGE  7.5  22
2024 01 24 05 26  2.6  1.1 10.5  2.4  9.1   N NNE    AVERAGE  7.4  24
2024 01 24 04 56  2.5  1.3 10.5  2.2  9.9   N   N    AVERAGE  7.4 354
2024 01 24 04 26  2.7  1.4 10.5  2.3  9.1   N NNE    AVERAGE  7.6 351
2024 01 24 03 56  2.8  1.4 11.1  2.5  9.1 NNW NNE    AVERAGE  7.6  14
2024 01 24 03 26  2.7  1.4 11.8  2.3  9.1 NNW NNE    AVERAGE  7.8 346
2024 01 24 02 56  2.6  1.3 11.1  2.4  9.9   N   N    AVERAGE  7.7   8
2024 01 24 02 26  2.8  1.6 11.1  2.4  9.1   N NNE    AVERAGE  7.9 350
2024 01 24 01 56  2.7  1.5 11.1  2.4  9.9   N   N    AVERAGE  7.8 357
2024 01 24 01 26  2.7  1.4 11.1  2.4  9.9   N   N    AVERAGE  7.6 358
2024 01 24 00 56  2.6  1.4 10.5  2.2  9.9   N NNE    AVERAGE  7.6  14
2024 01 24 00 26  2.5  1.1 11.1  2.2  9.1   N NNE    AVERAGE  7.2  12
2024 01 23 23 56  2.4  1.2 11.1  2.1  9.1   N NNE    AVERAGE  7.0 353
2024 01 23 23 26  2.6  1.7 11.8  2.0  9.1   N NNE    AVERAGE  7.6 351
2024 01 23 22 56  2.5  1.5 11.1  2.1  9.9   N   N    AVERAGE  7.5 354
2024 01 23 22 26  2.7  1.6 11.8  2.1  9.1   N   N    AVERAGE  7.5 351
2024 01 23 21 56  2.4  1.3 10.5  2.0  9.9   N   N    AVERAGE  7.1 351
2024 01 23 21 26  2.4  1.1 11.8  2.1  9.9   N   N    AVERAGE  6.9 357
2024 01 23 20 56  2.6  1.4 11.8  2.2  9.1   N   N    AVERAGE  7.3   5
2024 01 23 20 26  2.5  1.2 10.5  2.3  9.1   N   N    AVERAGE  7.2   8
2024 01 23 19 56  2.6  1.4 11.1  2.2  9.1   N   N    AVERAGE  7.2 351
2024 01 23 19 26  2.8  1.7 11.1  2.3  9.9   N   N    AVERAGE  7.5 351
2024 01 23 18 56  2.7  1.6 11.1  2.3  9.9 NNW   N    AVERAGE  7.6 348
2024 01 23 18 26  2.6  1.5 11.1  2.3  9.9   N   N    AVERAGE  7.4 350
2024 01 23 17 56  2.4  1.3 11.8  2.1  9.9 NNW   N    AVERAGE  7.0 346
2024 01 23 17 26  2.7  1.6 11.8  2.2  9.1 NNW   N    AVERAGE  7.4 346
2024 01 23 16 56  2.4  1.2 11.1  2.1  9.1   N   N    AVERAGE  7.1 358
2024 01 23 16 26  2.8  1.5 11.8  2.4  9.9 NNW   N    AVERAGE  7.2 346
2024 01 23 15 56  2.7  1.7 11.1  2.2  9.1 NNW   N    AVERAGE  7.4 339
2024 01 23 15 26  2.8  1.8 12.5  2.2  8.3 NNW   N    AVERAGE  7.7 346
2024 01 23 14 56  2.7  1.6 10.5  2.2  9.9 NNW   N    AVERAGE  7.7 348
2024 01 23 14 26  2.7  1.8 11.8  2.0  9.9 NNW NNW    AVERAGE  8.1 346
2024 01 23 13 56  2.6  1.6 11.8  2.0  9.9 NNW   N    AVERAGE  7.8 346
2024 01 23 13 26  2.8  1.8 11.8  2.1  8.3   N   N    AVERAGE  8.1 350
2024 01 23 12 56  2.6  1.6 11.8  2.2  9.9   N   N    AVERAGE  8.0 351
2024 01 23 12 26  2.6  1.5 11.1  2.2  8.3   N   N    AVERAGE  7.7 354
2024 01 23 11 56  2.6  1.6 10.5  2.1  8.3 NNW   N    AVERAGE  7.9 347
2024 01 23 11 26  2.9  1.9 11.8  2.2  9.9 NNW   N    AVERAGE  8.0 348
2024 01 23 10 56  3.0  2.1 12.5  2.1  9.1   N   N      SWELL  8.4 353
2024 01 23 10 26  2.6  1.6 11.8  2.1  9.9   N   N    AVERAGE  7.9 354
2024 01 23 09 56  2.5  1.5 11.8  2.0  7.7   N NNE    AVERAGE  7.8 358
2024 01 23 09 26  2.5  1.5 11.8  2.0  9.9   N   N    AVERAGE  7.7 351
2024 01 23 08 56  2.3  1.3 10.5  1.9  8.3   N   N    AVERAGE  7.4 358
2024 01 23 08 26  2.2  1.2 11.8  1.9  9.9 NNW NNW    AVERAGE  7.4 347
2024 01 23 07 56  2.1  1.0 10.5  1.8  8.3   N   N    AVERAGE  7.0 354
2024 01 23 07 26  1.9  0.9 11.1  1.7  9.1 NNW   N    AVERAGE  6.9 346
2024 01 23 06 56  2.0  0.8 11.1  1.8  8.3   N   N    AVERAGE  6.6   4
2024 01 23 06 26  2.0  0.8 10.5  1.8  8.3   N   N    AVERAGE  6.8   2
2024 01 23 05 56  2.0  0.8 10.5  1.9  8.3 NNW   N    AVERAGE  6.8   4
2024 01 23 05 26  1.8  0.7 10.5  1.7  9.9   N   N    AVERAGE  6.5 357
2024 01 23 04 56  1.8  0.6 11.1  1.7  8.3 NNW   N    AVERAGE  6.4 350
2024 01 23 04 26  1.9  0.6 10.5  1.8  8.3 NNW   N    AVERAGE  6.5 353
2024 01 23 03 56  1.9  0.6 10.5  1.8  8.3   N   N    AVERAGE  6.6 351
2024 01 23 03 26  1.8  0.6 10.5  1.7  7.7 NNW NNW    AVERAGE  6.4 347
2024 01 23 02 56  1.9  0.6 11.1  1.8  9.1   N NNW    AVERAGE  6.5 346
2024 01 23 02 26  2.0  0.5 10.5  1.9  8.3 NNW   N    AVERAGE  6.5 350
2024 01 23 01 56  2.0  0.7 10.5  1.9  8.3   N NNW    AVERAGE  6.3 351
2024 01 23 01 26  1.9  0.6 10.5  1.8  9.1   N NNW    AVERAGE  6.1 348
2024 01 23 00 56  1.8  0.6 10.5  1.8  5.9   N NNE    AVERAGE  5.9 351
2024 01 23 00 26  1.8  0.7 10.5  1.7  9.1   N   N    AVERAGE  6.0 353
2024 01 22 23 56  1.7  0.7 10.5  1.6  9.9 NNW NNW    AVERAGE  5.7 348
2024 01 22 23 26  1.8  0.7 11.1  1.6  9.9   N   N    AVERAGE  5.7 350
2024 01 22 22 56  1.7  0.7 10.5  1.6  5.6   N  NE    AVERAGE  5.8 354
2024 01 22 22 26  1.6  0.6 11.1  1.5  9.9   N NNW    AVERAGE  5.6 353
2024 01 22 21 56  1.5  0.7 11.1  1.4  9.9   N   N    AVERAGE  5.7 354
2024 01 22 21 26  1.5  0.7 11.1  1.3  9.9   N   N    AVERAGE  5.6 351
2024 01 22 20 56  1.4  0.7 11.1  1.3  9.9   N   N    AVERAGE  5.5 351
2024 01 22 20 26  1.4  0.7 11.1  1.3  9.1   N   N    AVERAGE  5.5 350
2024 01 22 19 56  1.5  0.8 10.5  1.3  9.9   N   N    AVERAGE  5.7 354
2024 01 22 19 26  1.3  0.6 11.8  1.2  9.9 NNW   N    AVERAGE  5.1 339
2024 01 22 18 56  1.4  0.7 11.8  1.2  9.9   N   N    AVERAGE  5.2 351
2024 01 22 18 26  1.3  0.6 11.8  1.2  9.9 NNW NNW    AVERAGE  5.3 347
2024 01 22 17 56  1.4  0.8 11.8  1.2  9.9   N   N    AVERAGE  5.8 360
2024 01 22 17 26  1.4  0.6 11.8  1.3  9.9 NNW   N    AVERAGE  5.6 354
2024 01 22 16 56  1.3  0.6 12.5  1.2  9.9   N   N    AVERAGE  5.2 351
2024 01 22 16 26  1.3  0.7 10.5  1.2  9.9   N   N    AVERAGE  5.5 351
2024 01 22 15 56  1.3  0.7 10.5  1.1  9.9   N   N    AVERAGE  5.6  10
2024 01 22 15 26  1.3  0.7 10.5  1.1  9.9   N   N    AVERAGE  5.5   1
2024 01 22 14 56  1.3  0.7 10.5  1.1  9.9   N   N    AVERAGE  5.8   1
2024 01 22 14 26  1.2  0.7 11.1  1.1  9.9   N   N    AVERAGE  6.4 357
2024 01 22 13 56  1.1  0.5 12.5  1.0  9.9   N NNW    AVERAGE  6.0 341
2024 01 22 13 26  1.1  0.6 10.5  0.9  9.9   N   N    AVERAGE  6.2 353
2024 01 22 12 56  1.0  0.6 10.5  0.8  9.9   N NNW    AVERAGE  5.9   7
2024 01 22 12 26  1.1  0.7 10.5  0.9  9.9   N NNW    AVERAGE  6.1 355
2024 01 22 11 56  1.1  0.5 10.5  0.9  9.9 NNW NNW    AVERAGE  5.8 346
2024 01 22 11 26  1.1  0.6 11.1  1.0  9.9   N NNW    AVERAGE  5.9 351
2024 01 22 10 56  1.1  0.6 11.1  0.9  4.5   N ENE    AVERAGE  5.9 354
2024 01 22 10 26  1.0  0.6 10.5  0.9  9.9 NNW   N    AVERAGE  6.0 348
2024 01 22 09 56  1.1  0.6 11.8  0.9  9.9   N NNE    AVERAGE  6.4 351
2024 01 22 09 26  1.0  0.5 11.1  0.8  4.5   N ENE    AVERAGE  5.9   5
2024 01 22 08 56  1.0  0.5 11.1  0.8  9.9   N NNE    AVERAGE  5.9 353
2024 01 22 08 26  1.0  0.5 11.1  0.8  8.3   N  NE    AVERAGE  5.9 354
2024 01 22 07 56  0.9  0.4 11.8  0.8  7.7 NNW  NE    AVERAGE  5.5 344
2024 01 22 07 26  1.0  0.4 11.8  0.9  6.2   N  NE    AVERAGE  5.5 357
2024 01 22 06 56  0.9  0.3 10.5  0.8  9.1 NNE  NE    AVERAGE  5.4  15
2024 01 22 06 26  0.9  0.3 11.8  0.8  5.0   N ENE    AVERAGE  5.4 360
2024 01 22 05 56  0.9  0.3 11.8  0.8  9.1   N  NE    AVERAGE  5.5 360
2024 01 22 05 26  0.8  0.3 11.8  0.8  7.7   N  NE    AVERAGE  5.1  39
2024 01 22 04 56  0.9  0.3 12.5  0.8  7.7   N  NE    AVERAGE  4.9  46
2024 01 22 04 26  0.8  0.3 12.5  0.8  8.3   N  NE    AVERAGE  5.0  39
2024 01 22 03 56  0.9  0.3 12.5  0.8  4.8   N ENE VERY_STEEP  4.9  62
2024 01 22 03 26  0.9  0.3 11.8  0.8  5.3   N ENE      STEEP  4.8  64
2024 01 22 02 56  0.9  0.3 12.5  0.9  4.5   N ENE VERY_STEEP  4.8  66
2024 01 22 02 26  0.9  0.2 10.5  0.9  4.8 NNE ENE VERY_STEEP  4.6  70
2024 01 22 01 56  0.9  0.2 11.1  0.9  4.5 NNE ENE VERY_STEEP  4.4  71
2024 01 22 01 26  0.9  0.2 10.5  0.9  4.8 NNE ENE VERY_STEEP  4.4  62
2024 01 22 00 56  1.0  0.2 11.1  0.9  4.2 NNE ENE VERY_STEEP  4.4  64
2024 01 22 00 26  1.0  0.2 13.3  0.9  8.3 NNE  NE    AVERAGE  4.5  42
2024 01 21 23 56  1.0  0.2 10.5  0.9  8.3 NNE NNE    AVERAGE  4.5  26
2024 01 21 23 26  0.9  0.2 10.5  0.9  8.3 NNE  NE    AVERAGE  4.5  42
2024 01 21 22 56  0.9  0.2 10.5  0.9  8.3 NNE  NE    AVERAGE  4.6  38
2024 01 21 22 26  0.9  0.2 10.5  0.9  8.3  NE  NE    AVERAGE  4.7  40
2024 01 21 21 56  0.9  0.2 11.1  0.9  8.3 NNE NNE    AVERAGE  4.4  33
2024 01 21 21 26  0.9  0.2 11.1  0.9  9.1 NNE  NE    AVERAGE  4.5  35
2024 01 21 20 56  0.9  0.2 11.1  0.8  9.1 NNE  NE    AVERAGE  4.5  40
2024 01 21 20 26  0.8  0.2 10.5  0.8  8.3 NNE NNE    AVERAGE  4.5  29
2024 01 21 19 56  0.8  0.2 10.5  0.8  8.3 NNE NNE        N/A  4.5  26
2024 01 21 19 26  0.8  0.2 10.5  0.8  9.1 NNE NNE    AVERAGE  4.7  28
2024 01 21 18 56  0.8  0.3 10.5  0.8  8.3 NNE  NE        N/A  4.9  36
2024 01 21 18 26  0.8  0.2 10.5  0.8  9.9 NNE NNE    AVERAGE  4.9  22
2024 01 21 17 56  0.8  0.2 11.1  0.8  9.1 NNE NNE        N/A  4.8  32
2024 01 21 17 26  0.8  0.3 10.5  0.7  9.1 NNE NNE        N/A  5.3  33
2024 01 21 16 56  0.8  0.2 10.5  0.7  9.1 NNE NNE        N/A  5.6  31
2024 01 21 16 26  0.8  0.2 11.1  0.7  9.1 NNE NNE        N/A  6.1  29
2024 01 21 15 56  0.7  0.3 10.5  0.7  8.3  NE  NE        N/A  6.2  40
2024 01 21 15 26  0.7  0.2 11.1  0.7  9.1 NNE NNE        N/A  6.1  29
2024 01 21 14 56  0.7  0.3 11.1  0.7  8.3 NNE  NE        N/A  6.2  38
2024 01 21 14 26  0.7  0.2 10.5  0.7  8.3  NE  NE        N/A  6.2  36
2024 01 21 13 56  0.7  0.2 11.1  0.7  7.7 NNE  NE        N/A  6.0  26
2024 01 21 13 26  0.7  0.3 11.1  0.7  9.1 NNE NNE        N/A  6.4  29
2024 01 21 12 56  0.7  0.2 11.8  0.7  9.1 NNE NNE        N/A  6.3  21
2024 01 21 12 26  0.7  0.3 10.5  0.7  9.1 NNE NNE        N/A  6.3  21
2024 01 21 11 56  0.8  0.3 10.5  0.7  9.1 NNE NNE        N/A  6.5  22
2024 01 21 11 26  0.7  0.3 10.5  0.7  9.9 NNE NNE        N/A  6.6  15
2024 01 21 10 56  0.7  0.3 11.1  0.7  8.3 NNE NNE        N/A  6.5  26
2024 01 21 10 26  0.8  0.3 11.1  0.7  8.3 NNE  NE        N/A  6.4  38
2024 01 21 09 56  0.8  0.3 10.5  0.8  9.1 NNE NNE    AVERAGE  6.8  22
2024 01 21 09 26  0.7  0.3 11.1  0.7  9.9 NNE NNE        N/A  6.5  22
2024 01 21 08 56  0.8  0.3 10.5  0.7  9.9 NNE NNE        N/A  6.4  22
2024 01 21 08 26  0.8  0.3 10.5  0.8  9.9 NNE NNE    AVERAGE  6.4  25
2024 01 21 07 56  0.8  0.3 10.5  0.8  9.9 NNE NNE        N/A  6.3  19
2024 01 21 07 26  0.8  0.3 10.5  0.8  8.3 NNE  NE    AVERAGE  6.2  39
2024 01 21 06 56  0.8  0.3 10.5  0.8  9.1 NNE NNE    AVERAGE  6.2  21
2024 01 21 06 26  0.8  0.3 10.5  0.8  9.9  NE NNE    AVERAGE  6.0  21
2024 01 21 05 56  0.9  0.3 10.5  0.8  9.9 NNE NNE    AVERAGE  6.0  26
2024 01 21 05 26  0.8  0.3 11.1  0.8  9.1 NNE NNE    AVERAGE  5.6  15
2024 01 21 04 56  0.9  0.3 10.5  0.9  9.9 NNE NNE    AVERAGE  5.9  25
2024 01 21 04 26  0.9  0.3 10.5  0.9  8.3 NNE  NE    AVERAGE  5.7  35
2024 01 21 03 56  0.9  0.3 11.1  0.8  9.1 NNE NNE    AVERAGE  5.8  19
2024 01 21 03 26  0.9  0.3 11.1  0.9  9.1 NNE NNE    AVERAGE  6.0  33
2024 01 21 02 56  0.9  0.3 10.5  0.9  9.9 NNE NNE    AVERAGE  6.0  19
2024 01 21 02 26  0.9  0.3 10.5  0.9  9.9 NNE NNE    AVERAGE  5.8  25
2024 01 21 01 56  1.0  0.4 11.1  0.9  9.9 NNE NNE    AVERAGE  5.9  24
2024 01 21 01 26  1.0  0.3 10.5  1.0  9.9 NNE NNE    AVERAGE  5.8  18
2024 01 21 00 56  1.0  0.3 10.5  1.0  9.9 NNE NNE    AVERAGE  5.4  33
2024 01 21 00 26  1.1  0.3 10.5  1.1  9.1  NE   N    AVERAGE  5.6   7
2024 01 20 23 56  1.1  0.3 10.5  1.1  9.1 NNE NNE    AVERAGE  5.5  17
2024 01 20 23 26  1.2  0.3 10.5  1.2  9.1 NNE NNE    AVERAGE  5.4  18
2024 01 20 22 56  1.3  0.3 10.5  1.2  9.9 NNE   N    AVERAGE  5.1  18
2024 01 20 22 26  1.2  0.3 10.5  1.2  9.1 NNE   N    AVERAGE  5.2  10
2024 01 20 21 56  1.2  0.3 10.5  1.1  9.9 NNE NNE    AVERAGE  5.3  14
2024 01 20 21 26  1.2  0.3 10.5  1.2  9.1 NNE NNE    AVERAGE  5.1  15
2024 01 20 20 56  1.1  0.3 10.5  1.1  9.9 NNE   N    AVERAGE  5.3   8
2024 01 20 20 26  1.2  0.4 10.5  1.2  9.9 NNE   N    AVERAGE  5.7   8
2024 01 20 19 56  1.2  0.3 10.5  1.2  9.9 NNE NNE    AVERAGE  5.7  19
2024 01 20 19 26  1.1  0.3 10.5  1.1  9.1 NNE NNE    AVERAGE  5.5  12
2024 01 20 18 56  1.2  0.4 10.5  1.1  9.1 NNE NNE    AVERAGE  5.4  14
2024 01 20 18 26  1.2  0.3 10.5  1.2  9.1 NNE   N    AVERAGE  5.4   4
2024 01 20 17 56  1.1  0.3 10.5  1.1  9.1   N   N    AVERAGE  5.3   4
2024 01 20 17 26  1.2  0.4 10.5  1.1  9.9 NNE NNE    AVERAGE  5.6  12
2024 01 20 16 56  1.1  0.3 10.5  1.0  9.9   N NNE    AVERAGE  5.5  14
2024 01 20 16 26  1.1  0.4 10.5  1.1  9.9 NNE   N    AVERAGE  6.2   8
2024 01 20 15 56  1.1  0.4 10.5  1.0  9.9   N NNE    AVERAGE  6.2  15
2024 01 20 15 26  1.1  0.3 10.5  1.1  9.1 NNE NNE    AVERAGE  6.2  17
2024 01 20 14 56  1.1  0.4 10.5  1.0  9.1   N NNE    AVERAGE  6.1   5
2024 01 20 14 26  1.1  0.5 10.5  1.0  9.1   N NNE    AVERAGE  6.3   5
2024 01 20 13 56  1.1  0.4 10.5  1.0  9.9   N   N    AVERAGE  6.3   5
2024 01 20 13 26  1.1  0.3 11.1  1.2  9.9 NNE   N    AVERAGE  6.5   1
2024 01 20 12 56  1.1  0.5 10.5  1.0  9.1 NNE   N    AVERAGE  6.8   5
2024 01 20 12 26  1.1  0.5 10.5  1.0  9.1 NNE NNE    AVERAGE  6.5  12
2024 01 20 11 56  1.1  0.5 10.5  1.0  9.9   N   N    AVERAGE  6.5   1
2024 01 20 11 26  1.1  0.5 10.5  1.0  9.9   N   N    AVERAGE  6.4   8
2024 01 20 10 56  1.1  0.5 10.5  1.0  9.9   N   N    AVERAGE  6.6   5
2024 01 20 10 26  1.0  0.4 10.5  0.9  5.9   N ENE    AVERAGE  6.2  10
2024 01 20 09 56  1.1  0.4 11.1  1.1  9.9   N   N    AVERAGE  6.4   8
2024 01 20 09 26  1.1  0.4 11.1  1.1  7.1   N ENE    AVERAGE  6.4   2
2024 01 20 08 56  1.1  0.4 11.1  1.1  7.1   N  NE    AVERAGE  6.3  55
2024 01 20 08 26  1.2  0.4 11.1  1.1  8.3   N  NE    AVERAGE  6.4  52
2024 01 20 07 56  1.1  0.4 10.5  1.0  6.7 NNE ENE    AVERAGE  6.3  22
